ENSG-ID	RPKM U2OS	
ENSG00000158220	0.2096088	
ENSG00000122335	2.185051	
ENSG00000116761	11.42864	
ENSG00000158186	8.99902	
ENSG00000197568	0.7192369	
ENSG00000078269	11.01996	
ENSG00000118454	3.060153	
ENSG00000115718	0.3836787	
ENSG00000181322	0.1782625	
ENSG00000175048	0.764951	
ENSG00000011590	0	
ENSG00000130340	13.14971	
ENSG00000169967	5.289348	
ENSG00000215712	4.407625	
ENSG00000116754	28.7563	
ENSG00000163161	11.88086	
ENSG00000066557	6.79372	
ENSG00000186684	0.2984411	
ENSG00000114098	5.442786	
ENSG00000138231	2.466888	
ENSG00000118017	0	
ENSG00000033122	0.4528172	
ENSG00000158163	1.001287	
ENSG00000066405	0	
ENSG00000168875	0	
ENSG00000074771	0	
ENSG00000174564	1.142317	
ENSG00000024526	5.347529	
ENSG00000171217	0	
ENSG00000029639	1.969291	
ENSG00000116745	0	
ENSG00000136717	7.06393	
ENSG00000158092	7.187106	
ENSG00000136732	0	
ENSG00000183317	1.764162	
ENSG00000168917	1.133979	
ENSG00000116729	12.15628	
ENSG00000162595	0.4115872	
ENSG00000172380	55.60768	
ENSG00000155052	0	
ENSG00000116717	29.41595	
ENSG00000118007	12.22452	
ENSG00000146426	10.59598	
ENSG00000211460	27.88386	
ENSG00000142864	6.329199	
ENSG00000155438	7.95859	
ENSG00000228632	0	
ENSG00000081985	0	
ENSG00000114054	14.38791	
ENSG00000174579	3.424033	
ENSG00000213079	17.88084	
ENSG00000073711	4.319902	
ENSG00000162594	0	
ENSG00000174611	0.1194239	
ENSG00000153721	0.6392243	
ENSG00000203963	0	
ENSG00000074054	1.223269	
ENSG00000116704	1.946265	
ENSG00000074706	0	
ENSG00000115112	0	
ENSG00000154928	0.1757657	
ENSG00000074047	4.072607	
ENSG00000198160	8.556126	
ENSG00000182923	1.862926	
ENSG00000163083	0	
ENSG00000129055	19.11371	
ENSG00000112038	0	
ENSG00000114019	13.25768	
ENSG00000152763	0	
ENSG00000214289	13.25768	
ENSG00000172410	0	
ENSG00000091844	1.566846	
ENSG00000144118	22.23921	
ENSG00000152760	0	
ENSG00000163785	7.318118	
ENSG00000112031	0.3004548	
ENSG00000112029	27.59203	
ENSG00000174640	1.601031	
ENSG00000115109	11.96583	
ENSG00000221972	0	
ENSG00000146469	2.402373	
ENSG00000154917	1.801908	
ENSG00000120279	0.6896728	
ENSG00000118473	0	
ENSG00000144867	12.33469	
ENSG00000088179	6.750334	
ENSG00000144120	12.27888	
ENSG00000229026	0	
ENSG00000184588	1.851369	
ENSG00000163075	0	
ENSG00000080293	0	
ENSG00000171227	11.16128	
ENSG00000163781	8.32727	
ENSG00000116678	38.09392	
ENSG00000155368	125.6114	
ENSG00000091527	33.34287	
ENSG00000213625	38.09392	
ENSG00000170819	0	
ENSG00000186132	1.752142	
ENSG00000116675	1.926368	
ENSG00000144868	0	
ENSG00000115107	26.13339	
ENSG00000162433	0.1099298	
ENSG00000144119	0.22746	
ENSG00000081307	6.926337	
ENSG00000129048	0	
ENSG00000019169	0.4378584	
ENSG00000163064	0.2360224	
ENSG00000227572	0	
ENSG00000162434	11.25272	
ENSG00000125629	2.866462	
ENSG00000162437	6.60197	
ENSG00000158966	0.751092	
ENSG00000125633	4.973469	
ENSG00000177414	0	
ENSG00000185483	4.432747	
ENSG00000088205	12.81216	
ENSG00000225848	0	
ENSG00000079739	5.854146	
ENSG00000213753	0.9434525	
ENSG00000116652	0.2005446	
ENSG00000138246	9.535946	
ENSG00000099326	2.154755	
ENSG00000203965	2.430873	
ENSG00000130725	6.579389	
ENSG00000014257	0.1168084	
ENSG00000130724	9.850106	
ENSG00000175497	0.9147508	
ENSG00000131018	2.319225	
ENSG00000115091	85.3639	
ENSG00000142856	7.285335	
ENSG00000130726	86.23551	
ENSG00000119574	1.487443	
ENSG00000196353	0.1046572	
ENSG00000083807	0.5828734	
ENSG00000115084	7.470611	
ENSG00000083838	2.131397	
ENSG00000114686	16.14546	
ENSG00000088035	4.355107	
ENSG00000083812	2.174972	
ENSG00000198585	0.8541213	
ENSG00000187140	0	
ENSG00000131849	0	
ENSG00000125703	3.598557	
ENSG00000114670	2.253352	
ENSG00000171574	3.405126	
ENSG00000232098	0.32592	
ENSG00000144134	0.1170691	
ENSG00000228200	0	
ENSG00000132855	0	
ENSG00000091831	0	
ENSG00000184492	0	
ENSG00000238091	0	
ENSG00000034533	2.100972	
ENSG00000120262	0	
ENSG00000083845	110.5331	
ENSG00000152475	0.1208676	
ENSG00000146476	6.885883	
ENSG00000174586	0.4034035	
ENSG00000233088	2.626955	
ENSG00000181472	7.024975	
ENSG00000155906	4.819865	
ENSG00000131016	10.23956	
ENSG00000121410	1.016624	
ENSG00000136682	0.1277942	
ENSG00000182318	1.313424	
ENSG00000116641	4.594547	
ENSG00000083842	4.128601	
ENSG00000198131	8.957695	
ENSG00000017260	24.68439	
ENSG00000162607	33.36423	
ENSG00000125618	0.1264922	
ENSG00000171606	8.755928	
ENSG00000181894	4.56485	
ENSG00000196455	7.308292	
ENSG00000132854	0.7987031	
ENSG00000120254	16.87327	
ENSG00000120278	3.530452	
ENSG00000125637	0.4553793	
ENSG00000121413	10.32902	
ENSG00000136689	0	
ENSG00000176293	3.782025	
ENSG00000206384	0	
ENSG00000009765	0	
ENSG00000152467	0	
ENSG00000176593	0.7741952	
ENSG00000136697	0	
ENSG00000198729	5.228858	
ENSG00000170866	0	
ENSG00000166704	1.878851	
ENSG00000131019	2.247182	
ENSG00000177025	0	
ENSG00000136696	0	
ENSG00000155918	0	
ENSG00000152454	2.325043	
ENSG00000173480	1.040546	
ENSG00000172752	0	
ENSG00000136694	0	
ENSG00000228252	0	
ENSG00000111981	0	
ENSG00000214311	0	
ENSG00000204514	0.7417882	
ENSG00000225702	0.8072729	
ENSG00000213758	0.9983821	
ENSG00000136688	0	
ENSG00000225547	0	
ENSG00000235031	0	
ENSG00000131015	0.1733875	
ENSG00000198466	0.9983821	
ENSG00000132849	2.464343	
ENSG00000203722	0	
ENSG00000170893	0	
ENSG00000204517	1.825007	
ENSG00000125571	0	
ENSG00000178935	0.4953928	
ENSG00000235423	0	
ENSG00000164520	0	
ENSG00000203634	0.2678538	
ENSG00000125538	0	
ENSG00000172765	3.867361111	
ENSG00000162604	3.816336	
ENSG00000120256	2.670303	
ENSG00000196724	0.6308413	
ENSG00000115008	0.1019978	
ENSG00000083828	2.84058	
ENSG00000152443	4.183317	
ENSG00000169607	15.34858	
ENSG00000120265	36.26341	
ENSG00000144130	0	
ENSG00000162599	3.618233	
ENSG00000083814	2.77762	
ENSG00000179909	0	
ENSG00000004399	1.248273	
ENSG00000162598	0	
ENSG00000120253	15.51128	
ENSG00000178804	0	
ENSG00000204519	7.325504	
ENSG00000144136	73.01359	
ENSG00000163914	0	
ENSG00000131023	5.537898	
ENSG00000180532	0.2329191	
ENSG00000134716	0.3693071	
ENSG00000125611	1.091829	
ENSG00000121417	2.732328	
ENSG00000186625	6.274906	
ENSG00000213762	5.558848	
ENSG00000134709	0	
ENSG00000183647	1.886905	
ENSG00000171649	4.117162	
ENSG00000125630	17.24303	
ENSG00000055211	15.34372	
ENSG00000114999	10.52464	
ENSG00000083817	3.811111111	
ENSG00000169629	0	
ENSG00000105132	4.296357	
ENSG00000131013	0.18892	
ENSG00000172456	0	
ENSG00000177606	62.73149	
ENSG00000178199	0	
ENSG00000224657	0	
ENSG00000121406	5.563915	
ENSG00000177688	0.34119	
ENSG00000152439	1.067978	
ENSG00000144161	2.435775	
ENSG00000162601	4.320422	
ENSG00000184292	1.915647	
ENSG00000055208	21.55239	
ENSG00000144152	0.3685284	
ENSG00000111962	0.8493222	
ENSG00000153214	3.086231	
ENSG00000105136	4.605601	
ENSG00000162600	5.505888	
ENSG00000111961	2.102371	
ENSG00000203727	0.34444	
ENSG00000127870	9.004201	
ENSG00000173406	0.3474841	
ENSG00000228356	0	
ENSG00000153208	3.226268	
ENSG00000197128	1.634412	
ENSG00000163913	3.783831	
ENSG00000178201	0	
ENSG00000021852	0	
ENSG00000186230	2.386816	
ENSG00000186272	2.175437	
ENSG00000157131	0	
ENSG00000129071	11.90161	
ENSG00000188785	4.619289	
ENSG00000164506	2.212893	
ENSG00000152433	0.8514659	
ENSG00000172771	0	
ENSG00000187889	0	
ENSG00000131845	4.906508	
ENSG00000206417	0	
ENSG00000184897	60.15749	
ENSG00000162409	2.093333	
ENSG00000178229	3.057003	
ENSG00000183624	9.298778	
ENSG00000197714	16.46789	
ENSG00000153107	0.5462559	
ENSG00000204524	2.517006	
ENSG00000162407	8.848304	
ENSG00000181789	19.34354	
ENSG00000118492	0	
ENSG00000105146	3.714681	
ENSG00000083844	1.475619	
ENSG00000118508	40.22474	
ENSG00000204527	0.1392904	
ENSG00000141946	0	
ENSG00000131864	0	
ENSG00000153094	7.109805	
ENSG00000169714	50.88737	
ENSG00000152822	0	
ENSG00000106018	0.1997042	
ENSG00000162402	3.775779	
ENSG00000169174	0.5768138	
ENSG00000126870	0.7954292	
ENSG00000162399	0	
ENSG00000153093	0	
ENSG00000143001	0	
ENSG00000198300	3.871003	
ENSG00000127903	0.6997981	
ENSG00000100014	30.20708	
ENSG00000172986	22.66856	
ENSG00000204571	0	
ENSG00000116133	10.81489	
ENSG00000197951	4.551713	
ENSG00000169704	0	
ENSG00000146414	3.264514	
ENSG00000162398	0	
ENSG00000114654	0	
ENSG00000118496	7.568405	
ENSG00000006555	0	
ENSG00000197016	1.076891	
ENSG00000114656	0.1158598	
ENSG00000162396	2.782481	
ENSG00000187695	0.1082866	
ENSG00000117868	5.177082	
ENSG00000112425	0.7102492	
ENSG00000196867	1.71096	
ENSG00000169679	17.86059	
ENSG00000196263	1.219821	
ENSG00000166770	5.649279	
ENSG00000177646	0.621527778	
ENSG00000198046	2.151961	
ENSG00000183054	0	
ENSG00000231305	0	
ENSG00000198440	3.178545	
ENSG00000229790	0	
ENSG00000018869	0.9384737	
ENSG00000146918	9.443806	
ENSG00000186921	0	
ENSG00000075785	25.07976	
ENSG00000236908	0	
ENSG00000184115	0	
ENSG00000109956	1.570994	
ENSG00000236644	0	
ENSG00000222012	0	
ENSG00000197025	11.85285	
ENSG00000163902	72.96583	
ENSG00000198685	0	
ENSG00000162391	0	
ENSG00000236669	0	
ENSG00000155093	1.263318	
ENSG00000237116	0	
ENSG00000149328	0	
ENSG00000179348	0	
ENSG00000179407	0	
ENSG00000212839	0	
ENSG00000144061	1.525947	
ENSG00000132394	3.366613	
ENSG00000162390	0.8317198	
ENSG00000198711	0	
ENSG00000131848	0.921093	
ENSG00000144063	0.3266815	
ENSG00000204532	0	
ENSG00000152818	1.84976	
ENSG00000135604	0	
ENSG00000197213	0	
ENSG00000169976	64.50296	
ENSG00000175792	16.35318	
ENSG00000166105	0.4284816	
ENSG00000232427	1.39041	
ENSG00000197487	0	
ENSG00000204533	0	
ENSG00000105993	6.890737	
ENSG00000157216	2.899586	
ENSG00000167685	4.678915	
ENSG00000058262	50.06839	
ENSG00000151498	6.281207	
ENSG00000142409	10.63635	
ENSG00000009335	8.426592	
ENSG00000203359	0	
ENSG00000187715	0	
ENSG00000171487	1.739498	
ENSG00000118495	1.435042	
ENSG00000116221	1.304931	
ENSG00000118491	0	
ENSG00000179709	0	
ENSG00000130675	0	
ENSG00000151500	13.38868	
ENSG00000015568	0.1125692	
ENSG00000204867	0	
ENSG00000198142	8.614149	
ENSG00000135521	5.246756	
ENSG00000151502	8.769709	
ENSG00000173572	0	
ENSG00000215883	0.9024674	
ENSG00000146909	0.3836562	
ENSG00000212670	0.261394	
ENSG00000074416	1.604886	
ENSG00000157211	0.9024674	
ENSG00000116205	2.616428	
ENSG00000160505	0.4730313	
ENSG00000112419	5.32311	
ENSG00000151503	5.363288	
ENSG00000186522	7.463448	
ENSG00000179873	1.258919	
ENSG00000114626	4.623358	
ENSG00000229292	0.513288	
ENSG00000105983	4.337489	
ENSG00000223638	0.7688703	
ENSG00000172985	7.187129	
ENSG00000166086	6.593382	
ENSG00000001036	12.65261	
ENSG00000204241	0	
ENSG00000114631	5.474342	
ENSG00000185792	0	
ENSG00000234916	0	
ENSG00000116209	25.58532	
ENSG00000080854	0.1594149	
ENSG00000135960	0	
ENSG00000203985	0	
ENSG00000034693	5.374195	
ENSG00000063245	3.165277778	
ENSG00000227643	0	
ENSG00000166118	0	
ENSG00000105982	0.2127351	
ENSG00000189007	0.7454663	
ENSG00000073111	47.52999	
ENSG00000183715	0.2744922	
ENSG00000063244	28.32566	
ENSG00000204876	0	
ENSG00000116212	40.12466	
ENSG00000173581	0.4677025	
ENSG00000164690	0	
ENSG00000171425	8.940849	
ENSG00000213015	1.648331	
ENSG00000163006	6.926945	
ENSG00000179922	0.7004993	
ENSG00000227571	1.937536	
ENSG00000171443	4.832961	
ENSG00000146416	14.78633	
ENSG00000179943	2.278621	
ENSG00000163870	5.86632	
ENSG00000081870	9.885752	
ENSG00000230883	0	
ENSG00000235053	0	
ENSG00000214324	0	
ENSG00000182667	28.59257	
ENSG00000218891	3.227601	
ENSG00000184863	3.550413	
ENSG00000231274	0.5127234	
ENSG00000211452	0	
ENSG00000187550	1.558003	
ENSG00000216895	0.4551421	
ENSG00000146910	0.4810775	
ENSG00000010818	0.8562914	
ENSG00000164778	0.6880212	
ENSG00000218672	0	
ENSG00000120451	4.563255	
ENSG00000175728	0.1313971	
ENSG00000179954	0.2847651	
ENSG00000204960	0	
ENSG00000090971	11.53628	
ENSG00000166106	2.041998	
ENSG00000114554	2.365277778	
ENSG00000197483	0.422927	
ENSG00000225754	0	
ENSG00000186480	3.635877	
ENSG00000058799	6.774208	
ENSG00000217825	0	
ENSG00000157219	0	
ENSG00000153201	2.142106	
ENSG00000159685	9.607059	
ENSG00000134917	0.3808304	
ENSG00000220575	0	
ENSG00000175773	0	
ENSG00000063241	12.87703	
ENSG00000198284	0	
ENSG00000128563	10.98639	
ENSG00000187902	0	
ENSG00000196565	0.1868747	
ENSG00000196323	8.029532	
ENSG00000108106	7.643632	
ENSG00000197763	0.4720448	
ENSG00000009844	32.16396	
ENSG00000058804	10.45598	
ENSG00000206483	0.4720448	
ENSG00000135577	0.1721069	
ENSG00000233493	0.4388564	
ENSG00000108107	89.02436	
ENSG00000169756	12.08995	
ENSG00000180697	0	
ENSG00000164442	18.47358	
ENSG00000149418	0.2119122	
ENSG00000174332	0	
ENSG00000160472	0	
ENSG00000180767	0	
ENSG00000157212	0.9839965	
ENSG00000095752	4.652736	
ENSG00000214106	0.2730853	
ENSG00000143006	0	
ENSG00000164440	0	
ENSG00000112406	6.799035	
ENSG00000146386	6.342904	
ENSG00000180043	0.1206798	
ENSG00000160471	0	
ENSG00000159650	0	
ENSG00000157193	1.776411	
ENSG00000232938	0	
ENSG00000212859	0	
ENSG00000084234	34.13074	
ENSG00000133247	7.290167	
ENSG00000070476	2.786887	
ENSG00000162385	4.969183	
ENSG00000233220	0	
ENSG00000130226	0	
ENSG00000176845	30.7547	
ENSG00000135968	3.870229	
ENSG00000180061	0	
ENSG00000162384	12.49159	
ENSG00000175711	2.029313	
ENSG00000141579	0	
ENSG00000157184	3.843684	
ENSG00000214069	0	
ENSG00000135597	8.246431	
ENSG00000163885	0	
ENSG00000198075	0	
ENSG00000133627	0.5792463	
ENSG00000163884	0.4651353	
ENSG00000196584	0.9117682	
ENSG00000162383	0	
ENSG00000020219	0	
ENSG00000204894	0	
ENSG00000160469	5.805799	
ENSG00000203734	0	
ENSG00000024862	11.94896	
ENSG00000212938	0	
ENSG00000170325	1.22512	
ENSG00000174348	0	
ENSG00000135540	1.119166	
ENSG00000198203	0.2569644	
ENSG00000196228	0	
ENSG00000233453	0	
ENSG00000051620	13.89698	
ENSG00000133265	9.898088	
ENSG00000115665	0	
ENSG00000170322	5.447147	
ENSG00000144908	2.754956	
ENSG00000151715	0	
ENSG00000112379	1.211654	
ENSG00000043039	0.6594023	
ENSG00000196862	0	
ENSG00000116171	12.18995	
ENSG00000055609	0.7241724	
ENSG00000112378	1.595016	
ENSG00000141556	18.62286	
ENSG00000105063	10.79057	
ENSG00000235853	0	
ENSG00000180089	1.708243	
ENSG00000167363	0.4878565	
ENSG00000118503	3.814012	
ENSG00000177468	0.1061169	
ENSG00000144057	0	
ENSG00000114544	6.821688	
ENSG00000141560	16.72728	
ENSG00000121310	0	
ENSG00000169664	0	
ENSG00000178234	4.28955	
ENSG00000080031	0.970681	
ENSG00000114547	0.2339686	
ENSG00000141542	3.604314	
ENSG00000027697	4.154861111	
ENSG00000189366	0	
ENSG00000134909	0	
ENSG00000203995	0	
ENSG00000141580	22.35672	
ENSG00000171084	0	
ENSG00000129990	0	
ENSG00000164485	0	
ENSG00000179170	0	
ENSG00000120471	0.1810907	
ENSG00000174370	1.417788	
ENSG00000162378	9.701352	
ENSG00000162377	9.529221	
ENSG00000141568	16.47637	
ENSG00000106648	0	
ENSG00000167646	1.168833	
ENSG00000120457	0.482636	
ENSG00000116157	2.848811	
ENSG00000153165	0	
ENSG00000016402	0.1330475	
ENSG00000144909	3.928367	
ENSG00000182747	0	
ENSG00000114520	3.047991	
ENSG00000151704	0	
ENSG00000129991	0	
ENSG00000229048	0	
ENSG00000169659	0	
ENSG00000112357	1.730831	
ENSG00000106617	1.026576	
ENSG00000151702	0.3514823	
ENSG00000106615	3.595491	
ENSG00000134744	6.743239	
ENSG00000163848	6.643424	
ENSG00000127377	0	
ENSG00000134954	10.53493	
ENSG00000197442	1.126832	
ENSG00000141562	18.20661	
ENSG00000218109	0	
ENSG00000105048	37.96615	
ENSG00000134748	9.839348	
ENSG00000187260	0.1203681	
ENSG00000115652	13.93702	
ENSG00000085840	6.880908	
ENSG00000135525	0.6426073	
ENSG00000149571	0.7307185	
ENSG00000178927	13.02881	
ENSG00000119147	0	
ENSG00000221955	0.7866837	
ENSG00000169660	5.455968	
ENSG00000013374	4.65765	
ENSG00000125503	3.755835	
ENSG00000071051	29.60155	
ENSG00000029363	13.90744	
ENSG00000181396	3.727228	
ENSG00000173706	9.857788	
ENSG00000181408	0	
ENSG00000182459	0	
ENSG00000173702	0	
ENSG00000146410	2.692075	
ENSG00000154222	3.262602	
ENSG00000110080	6.170499	
ENSG00000141574	0.5105889	
ENSG00000082014	5.077957	
ENSG00000131037	0.1755001	
ENSG00000173762	0	
ENSG00000110063	2.713194444	
ENSG00000225847	0.9766671	
ENSG00000157077	5.881594	
ENSG00000229778	0	
ENSG00000171408	0	
ENSG00000033100	2.926642	
ENSG00000115641	76.37486	
ENSG00000082781	54.15989	
ENSG00000160439	1.261906	
ENSG00000150455	1.288051	
ENSG00000135974	10.38526	
ENSG00000033050	2.398279	
ENSG00000088053	1.79256	
ENSG00000134717	2.683106	
ENSG00000114491	15.16729	
ENSG00000141551	25.84009	
ENSG00000228369	0	
ENSG00000146926	0	
ENSG00000135966	3.156992	
ENSG00000110074	7.263668	
ENSG00000198841	7.477714	
ENSG00000164900	0	
ENSG00000135541	3.22577	
ENSG00000141526	0.4324574	
ENSG00000135973	0.9456402	
ENSG00000117862	31.22668	
ENSG00000022556	0.705184	
ENSG00000135972	27.5097	
ENSG00000182934	9.600601	
ENSG00000169213	2.711435	
ENSG00000198914	0.4651353	
ENSG00000197798	11.71153	
ENSG00000165526	4.643937	
ENSG00000176155	7.398934	
ENSG00000170417	1.79256	
ENSG00000167634	0	
ENSG00000118513	0.2102279	
ENSG00000133612	4.043021	
ENSG00000064309	0.9271477	
ENSG00000189430	0	
ENSG00000135953	1.53311	
ENSG00000164897	4.538757	
ENSG00000160145	2.592164	
ENSG00000109832	0.25608	
ENSG00000169710	8.40428	
ENSG00000112339	7.284125	
ENSG00000115616	0.3855322	
ENSG00000110060	3.287494	
ENSG00000065371	0	
ENSG00000198331	12.67903	
ENSG00000237353	0	
ENSG00000118514	0.2946034	
ENSG00000078618	0.716666667	
ENSG00000180251	0	
ENSG00000236027	0	
ENSG00000186431	0	
ENSG00000164896	2.768208	
ENSG00000196844	0	
ENSG00000169718	12.64713	
ENSG00000171053	0	
ENSG00000221957	0	
ENSG00000100280	2.907638889	
ENSG00000115607	0	
ENSG00000175455	20.71484	
ENSG00000169727	62.76684	
ENSG00000134940	0	
ENSG00000118515	4.134452	
ENSG00000225830	4.164189	
ENSG00000115604	0	
ENSG00000146411	15.06927	
ENSG00000164889	8.961553	
ENSG00000169733	11.61253	
ENSG00000125498	0	
ENSG00000169738	23.05029	
ENSG00000028839	6.90952	
ENSG00000164885	0.6815747	
ENSG00000169750	2.204662	
ENSG00000100207	18.89879	
ENSG00000149554	1.004861111	
ENSG00000118526	0.2179234	
ENSG00000117859	12.72395	
ENSG00000115602	0	
ENSG00000169683	0.549305556	
ENSG00000065534	1.229861111	
ENSG00000236696	0	
ENSG00000169689	37.21818	
ENSG00000115598	0	
ENSG00000206527	16.14483	
ENSG00000134910	35.49946	
ENSG00000112319	0	
ENSG00000213199	0.4639776	
ENSG00000227926	0	
ENSG00000212722	0.1007056	
ENSG00000149547	13.49023	
ENSG00000112306	145.7314	
ENSG00000169696	8.732983	
ENSG00000173175	0.5394277	
ENSG00000146409	1.752126	
ENSG00000085832	8.552567	
ENSG00000149557	1.37176	
ENSG00000185269	2.322936	
ENSG00000185105	0	
ENSG00000224730	0	
ENSG00000121542	4.917456	
ENSG00000115594	2.275761	
ENSG00000165495	0	
ENSG00000104974	0	
ENSG00000187686	0.1396242	
ENSG00000112303	0	
ENSG00000150433	2.990053	
ENSG00000197150	2.43831	
ENSG00000065485	5.548399	
ENSG00000085831	0.3533264	
ENSG00000183010	52.21715	
ENSG00000123091	22.22611	
ENSG00000115590	0	
ENSG00000233404	3.425216	
ENSG00000197063	7.690545	
ENSG00000204006	0	
ENSG00000134955	0.4542561	
ENSG00000093134	0	
ENSG00000123080	2.315972222	
ENSG00000187531	2.176605	
ENSG00000181652	0	
ENSG00000112299	0.1212449	
ENSG00000149548	2.156047	
ENSG00000146399	0	
ENSG00000146378	0	
ENSG00000135569	0	
ENSG00000165478	0.1536773	
ENSG00000146383	0	
ENSG00000130810	10.89139	
ENSG00000068781	2.378591	
ENSG00000146385	0	
ENSG00000221932	0	
ENSG00000082684	0	
ENSG00000138463	1.886622	
ENSG00000185813	5.542401	
ENSG00000183979	0	
ENSG00000185104	3.518497	
ENSG00000104970	0	
ENSG00000079950	4.186208	
ENSG00000167618	0	
ENSG00000142700	0.4029658	
ENSG00000167617	0.2663232	
ENSG00000182909	0.4422511	
ENSG00000169087	3.129572	
ENSG00000079931	8.880277	
ENSG00000118523	78.10932	
ENSG00000141552	54.68031	
ENSG00000164867	0	
ENSG00000154133	0.1201286	
ENSG00000183684	32.80038	
ENSG00000071054	22.54706	
ENSG00000167615	8.446996	
ENSG00000173193	12.24579	
ENSG00000055118	0.7227942	
ENSG00000162374	0.174165	
ENSG00000227839	0	
ENSG00000196460	0	
ENSG00000197594	1.346467	
ENSG00000173200	0.2461716	
ENSG00000175874	0.1336197	
ENSG00000162373	3.579873	
ENSG00000144285	0	
ENSG00000223423	0	
ENSG00000141522	58.22689	
ENSG00000180658	0	
ENSG00000154134	2.652157	
ENSG00000002726	0	
ENSG00000163840	2.222053	
ENSG00000120458	1.466274	
ENSG00000167614	7.09749	
ENSG00000163162	4.79364	
ENSG00000002933	0.8868992	
ENSG00000138496	5.409303	
ENSG00000158435	28.3307	
ENSG00000149564	0	
ENSG00000186207	0	
ENSG00000185624	1.556145	
ENSG00000182676	0	
ENSG00000215621	0	
ENSG00000154269	0	
ENSG00000019102	0	
ENSG00000132122	2.124273	
ENSG00000225663	0	
ENSG00000154146	2.685151	
ENSG00000114030	6.122649	
ENSG00000106565	3.125879	
ENSG00000064199	5.233891	
ENSG00000215644	0	
ENSG00000196981	4.025518	
ENSG00000167613	0	
ENSG00000204634	2.287155	
ENSG00000196329	0	
ENSG00000213203	0	
ENSG00000110013	1.777642	
ENSG00000114023	15.50597	
ENSG00000183048	21.62661	
ENSG00000117834	0.2210424	
ENSG00000106560	0.4854849	
ENSG00000186564	0.598159	
ENSG00000112282	5.673905	
ENSG00000160124	3.894698	
ENSG00000186790	0	
ENSG00000183093	34.55797	
ENSG00000121552	2.831504	
ENSG00000226397	0	
ENSG00000133121	8.470288	
ENSG00000133561	0	
ENSG00000071082	20.74758	
ENSG00000154144	4.745005	
ENSG00000154143	0	
ENSG00000183354	1.762024	
ENSG00000125459	0.3821776	
ENSG00000133574	0	
ENSG00000196119	0	
ENSG00000179144	0	
ENSG00000118520	0	
ENSG00000162368	19.22345	
ENSG00000036828	0	
ENSG00000171115	0	
ENSG00000170953	0	
ENSG00000197125	0	
ENSG00000198657	0	
ENSG00000196661	0	
ENSG00000185359	21.97212	
ENSG00000196456	1.02432	
ENSG00000214087	5.524909	
ENSG00000204293	0	
ENSG00000118507	1.165403	
ENSG00000197263	0	
ENSG00000238281	0	
ENSG00000185298	5.082744	
ENSG00000196341	0	
ENSG00000204237	1.559722222	
ENSG00000114013	0	
ENSG00000170485	2.393055556	
ENSG00000197849	0	
ENSG00000131042	0	
ENSG00000185527	0.2264653	
ENSG00000182612	1.589188	
ENSG00000099917	12.59619	
ENSG00000196312	1.095677	
ENSG00000197309	0	
ENSG00000115539	1.950972	
ENSG00000204640	0	
ENSG00000145103	0	
ENSG00000214022	5.18025	
ENSG00000123473	14.17281	
ENSG00000105609	0	
ENSG00000182446	42.15145	
ENSG00000106538	0	
ENSG00000188707	0	
ENSG00000127399	0.1300406	
ENSG00000162367	0.2030789	
ENSG00000162366	0	
ENSG00000163406	0.24542	
ENSG00000185504	9.631874	
ENSG00000079819	6.803786	
ENSG00000231751	0	
ENSG00000106526	0	
ENSG00000224016	0	
ENSG00000115526	11.10071	
ENSG00000227996	0	
ENSG00000164484	4.681275	
ENSG00000110002	5.165188	
ENSG00000186765	0	
ENSG00000145088	0.8347754	
ENSG00000186268	0	
ENSG00000182634	0	
ENSG00000080910	0	
ENSG00000167633	0	
ENSG00000162365	0	
ENSG00000236981	0	
ENSG00000170500	0.2345237	
ENSG00000164483	0.1239536	
ENSG00000186160	0	
ENSG00000234560	0	
ENSG00000198674	0	
ENSG00000226461	0	
ENSG00000173226	3.397289	
ENSG00000171130	2.32683	
ENSG00000196248	0	
ENSG00000204934	0	
ENSG00000181499	0	
ENSG00000186377	0	
ENSG00000181518	0	
ENSG00000198945	3.299187	
ENSG00000171014	0	
ENSG00000204300	0	
ENSG00000203756	0.4275831	
ENSG00000196099	0	
ENSG00000106479	0.2704181	
ENSG00000221931	0	
ENSG00000170892	17.71671	
ENSG00000146376	2.533896	
ENSG00000173230	2.458459	
ENSG00000166261	4.827313	
ENSG00000187048	0	
ENSG00000144218	1.176933	
ENSG00000166257	0	
ENSG00000180353	0.1247965	
ENSG00000125505	11.05565	
ENSG00000163833	0	
ENSG00000186103	0	
ENSG00000066697	42.18749	
ENSG00000142973	0	
ENSG00000224741	0	
ENSG00000023171	1.017221	
ENSG00000184009	166.4867	
ENSG00000214094	0	
ENSG00000051341	5.348175	
ENSG00000166250	0.4627364	
ENSG00000171282	0.3789848	
ENSG00000159658	7.437646	
ENSG00000135945	9.226719	
ENSG00000185332	0	
ENSG00000167608	0.2597043	
ENSG00000185168	0	
ENSG00000105617	5.260333	
ENSG00000123472	7.662816	
ENSG00000158417	0.8432433	
ENSG00000157637	7.368098	
ENSG00000145087	0.2986961	
ENSG00000224877	22.88715	
ENSG00000142961	4.340187	
ENSG00000197558	0	
ENSG00000109971	76.435	
ENSG00000153767	9.680886	
ENSG00000188909	0	
ENSG00000115514	9.96785	
ENSG00000181444	1.842156	
ENSG00000167302	5.491657	
ENSG00000144840	0.4200951	
ENSG00000144214	1.242081	
ENSG00000196569	0.939648	
ENSG00000109944	0.8808799	
